ykiho,hospital_name,hospital_type,latitude,longitude,disease,matched_reason
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼육서울병원,종합병원,37.5879909,127.0653065,암,외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼육서울병원,종합병원,37.5879909,127.0653065,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼육서울병원,종합병원,37.5879909,127.0653065,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 경피적 좌심방이 폐색술 포함
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,삼일병원,종합병원,35.8324956,128.5535826,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,상무병원,종합병원,35.1527509,126.8538803,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,상무병원,종합병원,35.1527509,126.8538803,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,서산중앙병원,종합병원,36.7810108,126.5034636,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,서산중앙병원,종합병원,36.7810108,126.5034636,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,서울적십자병원,종합병원,37.5671805,126.9669974,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,서울특별시보라매병원,종합병원,37.4934414,126.9239058,암,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,서울특별시보라매병원,종합병원,37.4934414,126.9239058,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,서울특별시보라매병원,종합병원,37.4934414,126.9239058,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 경피적 좌심방이 폐색술·경피적 대동맥판삽입 포함
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,서울특별시서남병원,종합병원,37.5120195,126.8331531,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,서울특별시서남병원,종합병원,37.5120195,126.8331531,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,서울특별시서울의료원,종합병원,37.6132762,127.0978309,암,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,서울특별시서울의료원,종합병원,37.6132762,127.0978309,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,서울특별시서울의료원,종합병원,37.6132762,127.0978309,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,성가롤로병원,종합병원,34.9647333,127.5437073,암,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,성가롤로병원,종합병원,34.9647333,127.5437073,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,성가롤로병원,종합병원,34.9647333,127.5437073,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 경피적 대동맥판삽입 포함
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,성남시의료원,종합병원,37.4449939,127.1390646,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,성남시의료원,종합병원,37.4449939,127.1390646,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,성심의료재단강동성심병원,종합병원,37.5359971,127.1353780,암,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,성심의료재단강동성심병원,종합병원,37.5359971,127.1353780,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,성심의료재단강동성심병원,종합병원,37.5359971,127.1353780,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 심장질환자 재택의료 포함
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,성애의료재단 성애병원,종합병원,37.5120274,126.9225003,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,세란병원,종합병원,37.5751835,126.9574606,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,세종충남대학교병원,종합병원,36.5195133,127.2579427,암,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,세종충남대학교병원,종합병원,36.5195133,127.2579427,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,세종충남대학교병원,종합병원,36.5195133,127.2579427,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 심장질환자 재택의료 포함
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,순천의료재단 성남정병원,종합병원,37.4398589,127.1290046,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,순천의료재단 성남정병원,종합병원,37.4398589,127.1290046,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,순천향대학교 부속 구미병원,종합병원,36.1029182,128.3827377,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,순천향대학교 부속 구미병원,종합병원,36.1029182,128.3827377,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,순천향대학교 부속 서울병원,종합병원,37.5338040,127.0042579,암,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상; 특수진료 조혈모세포이식 포함
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,순천향대학교 부속 서울병원,종합병원,37.5338040,127.0042579,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,순천향대학교 부속 서울병원,종합병원,37.5338040,127.0042579,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,순천향대학교부속 천안병원,종합병원,36.8027381,127.1358588,암,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,순천향대학교부속 천안병원,종합병원,36.8027381,127.1358588,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,순천향대학교부속 천안병원,종합병원,36.8027381,127.1358588,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 경피적 대동맥판삽입·심장질환자 재택의료 포함
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,신가병원,종합병원,35.1774148,126.8296527,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,아산충무병원,종합병원,36.7792647,127.0198062,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,안동성소병원,종합병원,36.5672422,128.7228172,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,안동성소병원,종합병원,36.5672422,128.7228172,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,안성성모병원,종합병원,37.0062179,127.2709213,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,여수전남병원,종합병원,34.7450673,127.7280181,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,여천전남병원,종합병원,34.7690278,127.6542286,암,외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,연세대학교 의과대학 용인세브란스병원,종합병원,37.2708050,127.1485144,암,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,연세대학교 의과대학 용인세브란스병원,종합병원,37.2708050,127.1485144,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,연세대학교 의과대학 용인세브란스병원,종합병원,37.2708050,127.1485144,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 경피적 좌심방이 폐색술·경피적 대동맥판삽입 포함
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,영광종합병원,종합병원,35.2844615,126.4989779,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,영주적십자병원,종합병원,36.8252688,128.6039024,암,방사선종양학과 전문의 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,영주적십자병원,종합병원,36.8252688,128.6039024,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,오산한국병원,종합병원,37.1412709,127.0753662,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,오산한국병원,종합병원,37.1412709,127.0753662,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,운암한국병원,종합병원,35.1850041,126.8696693,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,울산병원,종합병원,35.5462648,129.3231103,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,원광대학교 산본병원,종합병원,37.3594127,126.9336147,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,의료법인 갈렌의료재단 박병원,종합병원,37.0482657,127.0570008,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 강릉동인병원,종합병원,37.7743500,128.9073500,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 강릉동인병원,종합병원,37.7743500,128.9073500,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,의료법인 근원의료재단 경산중앙병원,종합병원,35.8088799,128.7401912,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 남촌의료재단 시화병원,종합병원,37.3499313,126.7369422,암,외과·병리과·핵의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 남촌의료재단 시화병원,종합병원,37.3499313,126.7369422,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,의료법인 녹산의료재단동수원병원,종합병원,37.2780648,127.0345486,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,의료법인 녹산의료재단동수원병원,종합병원,37.2780648,127.0345486,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDU4MTI3MSM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,의료법인 덕산의료재단 수원덕산병원,종합병원,37.2586103,126.9743992,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,의료법인 동강의료재단 동강병원,종합병원,35.5534260,129.3019631,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,의료법인 동강의료재단 동강병원,종합병원,35.5534260,129.3019631,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 심장질환자 재택의료 포함
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,의료법인 록향의료재단 신천연합병원,종합병원,37.4445152,126.7894932,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인 명인의료재단 화홍병원,종합병원,37.2601268,126.9639084,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인 명인의료재단 화홍병원,종합병원,37.2601268,126.9639084,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,의료법인 명지의료재단 명지병원,종합병원,37.1634681,128.2339509,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,의료법인 명지의료재단 명지병원,종합병원,37.1634681,128.2339509,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 특수진료 심장질환자 재택의료 포함
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 문병욱의료재단 진주고려병원,종합병원,35.1784915,128.0920864,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,의료법인 박애의료재단 박애병원,종합병원,36.9930636,127.0890756,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,의료법인 백제병원,종합병원,36.1921929,127.0944739,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 서명의료재단 세명종합병원,종합병원,35.8263331,128.7371689,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 서명의료재단 세명종합병원,종합병원,35.8263331,128.7371689,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 석경의료재단 센트럴병원,종합병원,37.3369084,126.7281267,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인 성수의료재단 인천백병원,종합병원,37.4817037,126.6458376,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,의료법인 센텀의료재단 센텀종합병원,종합병원,35.1668299,129.1144194,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,의료법인 송은의료재단 울산시티병원,종합병원,35.5828446,129.3590343,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인 양진의료재단 평택성모병원,종합병원,37.0084186,127.0743334,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 영서의료재단 천안충무병원,종합병원,36.7974082,127.1314943,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 영서의료재단 천안충무병원,종합병원,36.7974082,127.1314943,급성심근경색,내과·응급의학과 전문의 각각 1명 이상; 특수진료 응급의료기관 포함; 심장혈관흉부외과 전문의 1명 이상; 특수진료 심장질환자 재택의료 포함
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,의료법인 영훈의료재단 대전선병원,종합병원,36.3360669,127.4104139,뇌졸중,신경과·신경외과·응급의학과 전문의 각각 1명 이상
